x,f_linear,g_polynomial,h_challenge
18.6,39.7244,4464.5521,-9.9762
-10.0,-10.7339,-1047.5008,0.5887
2.6,6.2958,-121.0267,0.9865
14.2,33.0964,1889.5176,16.9525
1.3,8.7766,358.217,1.1515
-2.9,-0.238,167.2027,-0.1698
-10.2,-16.6454,-1662.0511,0.0724
1.5,7.5838,581.5399,1.7103
-13.9,-23.786,-4006.8907,-0.0343
-15.3,-26.7787,-4219.2692,0.3477
-16.8,-26.9008,-5584.8414,-0.0096
6.7,19.114,-20.8702,1.5854
0.0,3.6142,169.0665,-0.9991
15.7,38.1992,2280.0762,0.6422
-17.3,-28.9854,-5924.1635,0.2046
17.5,41.6257,4065.4239,-31.8093
3.0,12.2593,-261.3615,-1.191
6.0,15.342,608.5046,0.1165
8.8,21.4796,34.3402,3.33
-3.8,-1.1054,-814.6626,0.8402
14.0,34.2207,1201.6854,15.7702
-6.2,-7.4418,-89.283,0.3304
-13.8,-22.3653,-4037.8467,-0.5864
-6.5,-5.4447,433.2721,-0.3705
-7.2,-10.5831,-1622.7727,0.769
-19.2,-32.3058,-7717.4198,-0.1027
-13.6,-22.6044,-3157.3873,0.0521
10.0,24.5646,567.6434,-3.5848
-18.6,-30.0024,-8103.7555,0.2538
-4.4,-2.1492,38.5441,0.4699
-16.0,-25.373,-5148.8174,0.1942
16.7,41.011,4116.2539,-22.4217
12.4,29.842,1367.0978,-2.0063
1.6,9.5639,76.6069,1.477
7.9,20.1795,75.4929,5.3751
14.6,34.8483,2251.6232,17.1434
3.6,11.9397,158.3169,-0.3156
0.7,6.594,-850.0012,1.0604
1.2,8.5903,-670.9247,0.6134
9.5,22.3636,883.507,0.3142
16.5,42.1848,3511.0577,-19.8716
5.1,13.188,-52.2807,-2.4162
19.1,40.7716,5542.948,10.9252
16.6,40.5162,3668.4469,-21.5616
10.3,27.1833,414.7872,-5.8588
6.9,20.0482,-238.1834,2.4599
0.1,6.4567,103.9836,0.3129
-3.9,-2.8245,-607.2454,1.1222
-15.7,-28.1945,-4661.4266,0.2265
1.7,8.5516,-850.2388,1.2711
-1.0,1.6457,514.5778,-0.2069
10.9,28.7502,1072.9877,-8.2112
5.9,16.5059,206.0539,-1.8305
-9.5,-15.651,-730.5295,0.3099
-14.7,-25.0428,-3216.8458,0.3059
-19.9,-33.9741,-8971.354,-0.165
-15.1,-26.3274,-5284.5281,0.66
-12.0,-20.6444,-2949.7885,-0.0263
0.5,6.4874,-306.7843,0.5926
-16.6,-27.7101,-5674.0905,-0.0584
6.3,16.5861,362.4165,0.0671
-10.9,-17.7421,-2138.0409,-0.4356
13.9,33.2641,2026.0624,14.9478
-14.8,-27.4962,-4504.4435,0.7565
14.5,31.1851,1922.3661,16.5674
6.4,16.3631,-592.6265,-0.0765
4.1,12.7731,-449.8356,-2.9346
-18.7,-31.7782,-8626.5053,-0.316
11.5,30.9507,521.4384,-9.3934
-11.2,-15.6847,-1385.0671,0.9252
7.3,19.2801,-285.5424,4.1668
-3.4,-1.838,1233.247,-0.2146
12.8,28.5949,1707.251,4.121
19.4,43.763,5913.7621,25.8199
-6.6,-8.7773,-891.5149,-0.2456
10.6,26.8454,1108.3309,-8.9375
18.4,40.1455,4611.8451,-16.0835
11.9,29.8387,1197.6239,-7.3737
4.3,16.6655,1295.8893,-2.9877
-14.6,-24.4175,-4021.4059,0.463
-15.0,-24.1966,-3709.3633,1.1875
-2.6,1.1803,-392.8042,0.3856
-1.1,1.9976,-18.7652,-0.4332
19.8,45.0482,7105.4323,42.9805
-1.3,2.4252,-317.7405,-0.3163
-3.1,-1.0046,840.8933,0.3571
-14.2,-24.946,-3324.172,0.0823
-15.2,-25.351,-4726.4014,0.0288
14.4,34.796,2493.1479,17.1712
3.5,14.9023,489.6522,-1.0834
5.2,17.3185,354.553,-2.6398
-17.9,-26.4936,-7813.9914,-0.8238
11.3,26.0653,585.8684,-9.1917
-4.0,-1.2554,-249.7593,-0.1542
7.6,20.5667,184.3193,3.8737
-0.9,7.5796,311.467,-0.5644
9.3,21.9834,562.5475,1.4955
14.3,31.9206,1458.8748,17.6897
5.7,15.2012,257.0319,-2.5072
10.8,22.3522,1115.2449,-9.0006
-5.1,-6.2515,44.1042,0.8042
-7.0,-10.5183,0.3904,-0.6532
-4.9,-4.4992,204.3721,0.2564
15.9,37.4835,3259.929,-4.3145
-10.1,-11.4477,-1477.5239,-0.4013
17.2,41.3008,3097.8075,-31.0376
-11.3,-18.7538,-1744.1479,-0.5674
13.0,29.2032,1643.8438,5.3563
1.4,8.7838,138.0934,1.4638
-7.9,-13.4405,-1382.9533,-1.0023
20.0,48.6629,5885.4717,50.0653
-18.0,-28.6411,-6613.4236,0.0107
-1.2,1.6616,-22.4656,-0.457
-12.9,-24.2263,-2478.4787,0.0872
-9.4,-11.0923,-1173.2648,0.6783
7.0,18.7709,174.8781,2.7268
14.8,37.0756,2855.5739,14.997
-9.8,-17.7889,-1587.1744,0.1127
