x,f_linear,g_polynomial,h_challenge
-15.9,-26.8,-5040.819,0.0079
-15.8,-26.6,-4952.672,0.0039
-15.7,-26.4,-4865.553,-0.0003
-15.7,-26.4,-4865.553,-0.0003
-15.7,-26.4,-4865.553,-0.0003
-15.6,-26.2,-4779.456,-0.0048
-15.6,-26.2,-4779.456,-0.0048
-15.6,-26.2,-4779.456,-0.0048
-15.5,-26.0,-4694.375,-0.0093
-15.5,-26.0,-4694.375,-0.0093
-15.5,-26.0,-4694.375,-0.0093
-15.5,-26.0,-4694.375,-0.0093
-15.4,-25.8,-4610.304,-0.0139
-15.4,-25.8,-4610.304,-0.0139
-15.4,-25.8,-4610.304,-0.0139
-15.3,-25.6,-4527.237,-0.0186
-15.3,-25.6,-4527.237,-0.0186
-15.3,-25.6,-4527.237,-0.0186
-15.3,-25.6,-4527.237,-0.0186
-15.3,-25.6,-4527.237,-0.0186
-15.2,-25.4,-4445.168,-0.0233
-15.2,-25.4,-4445.168,-0.0233
-15.2,-25.4,-4445.168,-0.0233
-15.2,-25.4,-4445.168,-0.0233
-15.2,-25.4,-4445.168,-0.0233
-15.1,-25.2,-4364.091,-0.0279
-15.0,-25.0,-4284.0,-0.0324
-15.0,-25.0,-4284.0,-0.0324
-14.9,-24.8,-4204.889,-0.0367
-14.9,-24.8,-4204.889,-0.0367
-14.9,-24.8,-4204.889,-0.0367
-14.9,-24.8,-4204.889,-0.0367
-14.8,-24.6,-4126.752,-0.0408
-14.8,-24.6,-4126.752,-0.0408
-14.6,-24.2,-3973.376,-0.0483
-14.6,-24.2,-3973.376,-0.0483
-14.5,-24.0,-3898.125,-0.0514
-14.5,-24.0,-3898.125,-0.0514
-14.5,-24.0,-3898.125,-0.0514
-14.5,-24.0,-3898.125,-0.0514
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.4,-23.8,-3823.824,-0.0542
-14.3,-23.6,-3750.467,-0.0565
-14.2,-23.4,-3678.048,-0.0583
-14.1,-23.2,-3606.561,-0.0596
-14.1,-23.2,-3606.561,-0.0596
-14.0,-23.0,-3536.0,-0.0602
-14.0,-23.0,-3536.0,-0.0602
-13.9,-22.8,-3466.359,-0.0603
-13.9,-22.8,-3466.359,-0.0603
-13.9,-22.8,-3466.359,-0.0603
-13.9,-22.8,-3466.359,-0.0603
-13.9,-22.8,-3466.359,-0.0603
-13.8,-22.6,-3397.632,-0.0597
-13.8,-22.6,-3397.632,-0.0597
-13.8,-22.6,-3397.632,-0.0597
-13.8,-22.6,-3397.632,-0.0597
-13.8,-22.6,-3397.632,-0.0597
-13.7,-22.4,-3329.813,-0.0585
-13.6,-22.2,-3262.896,-0.0566
-13.6,-22.2,-3262.896,-0.0566
-13.6,-22.2,-3262.896,-0.0566
-13.5,-22.0,-3196.875,-0.054
-13.5,-22.0,-3196.875,-0.054
-13.5,-22.0,-3196.875,-0.054
-13.5,-22.0,-3196.875,-0.054
-13.4,-21.8,-3131.744,-0.0508
-13.3,-21.6,-3067.497,-0.0468
-13.2,-21.4,-3004.128,-0.0423
-13.2,-21.4,-3004.128,-0.0423
-13.2,-21.4,-3004.128,-0.0423
-13.2,-21.4,-3004.128,-0.0423
-13.1,-21.2,-2941.631,-0.037
-13.1,-21.2,-2941.631,-0.037
-13.1,-21.2,-2941.631,-0.037
-13.1,-21.2,-2941.631,-0.037
-13.1,-21.2,-2941.631,-0.037
-13.0,-21.0,-2880.0,-0.0312
-13.0,-21.0,-2880.0,-0.0312
-12.9,-20.8,-2819.229,-0.0248
-12.9,-20.8,-2819.229,-0.0248
-12.9,-20.8,-2819.229,-0.0248
-12.9,-20.8,-2819.229,-0.0248
-12.9,-20.8,-2819.229,-0.0248
-12.9,-20.8,-2819.229,-0.0248
-12.8,-20.6,-2759.312,-0.0179
-12.7,-20.4,-2700.243,-0.0105
-12.7,-20.4,-2700.243,-0.0105
-12.7,-20.4,-2700.243,-0.0105
-12.7,-20.4,-2700.243,-0.0105
-12.7,-20.4,-2700.243,-0.0105
-12.7,-20.4,-2700.243,-0.0105
-12.6,-20.2,-2642.016,-0.0027
-12.6,-20.2,-2642.016,-0.0027
-12.5,-20.0,-2584.625,0.0054
-12.5,-20.0,-2584.625,0.0054
-12.5,-20.0,-2584.625,0.0054
-12.5,-20.0,-2584.625,0.0054
-12.5,-20.0,-2584.625,0.0054
-12.4,-19.8,-2528.064,0.0139
-12.3,-19.6,-2472.327,0.0225
-12.2,-19.4,-2417.408,0.0312
-12.2,-19.4,-2417.408,0.0312
-12.2,-19.4,-2417.408,0.0312
-12.1,-19.2,-2363.301,0.04
-12.0,-19.0,-2310.0,0.0487
-11.9,-18.8,-2257.499,0.0572
-11.8,-18.6,-2205.792,0.0655
-11.8,-18.6,-2205.792,0.0655
-11.7,-18.4,-2154.873,0.0734
-11.7,-18.4,-2154.873,0.0734
-11.7,-18.4,-2154.873,0.0734
-11.6,-18.2,-2104.736,0.0809
-11.6,-18.2,-2104.736,0.0809
-11.5,-18.0,-2055.375,0.0878
-11.5,-18.0,-2055.375,0.0878
-11.5,-18.0,-2055.375,0.0878
-11.4,-17.8,-2006.784,0.094
-11.4,-17.8,-2006.784,0.094
-11.1,-17.2,-1865.571,0.108
-11.1,-17.2,-1865.571,0.108
-11.1,-17.2,-1865.571,0.108
-11.0,-17.0,-1820.0,0.1108
-11.0,-17.0,-1820.0,0.1108
-10.9,-16.8,-1775.169,0.1125
-10.9,-16.8,-1775.169,0.1125
-10.9,-16.8,-1775.169,0.1125
-10.8,-16.6,-1731.072,0.1131
-10.8,-16.6,-1731.072,0.1131
-10.8,-16.6,-1731.072,0.1131
-10.7,-16.4,-1687.703,0.1126
-10.5,-16.0,-1603.125,0.1077
-10.5,-16.0,-1603.125,0.1077
-10.5,-16.0,-1603.125,0.1077
-10.5,-16.0,-1603.125,0.1077
-10.4,-15.8,-1561.904,0.1034
-10.4,-15.8,-1561.904,0.1034
-10.3,-15.6,-1521.387,0.0978
-10.3,-15.6,-1521.387,0.0978
-10.3,-15.6,-1521.387,0.0978
-10.3,-15.6,-1521.387,0.0978
-10.3,-15.6,-1521.387,0.0978
-10.2,-15.4,-1481.568,0.091
-10.2,-15.4,-1481.568,0.091
-10.2,-15.4,-1481.568,0.091
-10.1,-15.2,-1442.441,0.0829
-10.1,-15.2,-1442.441,0.0829
-10.1,-15.2,-1442.441,0.0829
-10.1,-15.2,-1442.441,0.0829
-10.0,-15.0,-1404.0,0.0736
-10.0,-15.0,-1404.0,0.0736
-9.9,-14.8,-1366.239,0.0632
-9.9,-14.8,-1366.239,0.0632
-9.9,-14.8,-1366.239,0.0632
-9.8,-14.6,-1329.152,0.0516
-9.7,-14.4,-1292.733,0.0391
-9.7,-14.4,-1292.733,0.0391
-9.7,-14.4,-1292.733,0.0391
-9.7,-14.4,-1292.733,0.0391
-9.6,-14.2,-1256.976,0.0256
-9.6,-14.2,-1256.976,0.0256
-9.5,-14.0,-1221.875,0.0112
-9.4,-13.8,-1187.424,-0.0038
-9.3,-13.6,-1153.617,-0.0194
-9.3,-13.6,-1153.617,-0.0194
-9.2,-13.4,-1120.448,-0.0354
-9.2,-13.4,-1120.448,-0.0354
-9.2,-13.4,-1120.448,-0.0354
-9.1,-13.2,-1087.911,-0.0517
-9.1,-13.2,-1087.911,-0.0517
-9.1,-13.2,-1087.911,-0.0517
-9.1,-13.2,-1087.911,-0.0517
-9.0,-13.0,-1056.0,-0.0681
-8.9,-12.8,-1024.709,-0.0845
-8.9,-12.8,-1024.709,-0.0845
-8.9,-12.8,-1024.709,-0.0845
-8.9,-12.8,-1024.709,-0.0845
-8.8,-12.6,-994.032,-0.1006
-8.8,-12.6,-994.032,-0.1006
-8.8,-12.6,-994.032,-0.1006
-8.8,-12.6,-994.032,-0.1006
-8.8,-12.6,-994.032,-0.1006
-8.7,-12.4,-963.963,-0.1164
-8.7,-12.4,-963.963,-0.1164
-8.6,-12.2,-934.496,-0.1315
-8.6,-12.2,-934.496,-0.1315
-8.6,-12.2,-934.496,-0.1315
-8.6,-12.2,-934.496,-0.1315
-8.5,-12.0,-905.625,-0.1459
-8.5,-12.0,-905.625,-0.1459
-8.5,-12.0,-905.625,-0.1459
-8.4,-11.8,-877.344,-0.1593
-8.4,-11.8,-877.344,-0.1593
-8.3,-11.6,-849.647,-0.1715
-8.3,-11.6,-849.647,-0.1715
-8.3,-11.6,-849.647,-0.1715
-8.3,-11.6,-849.647,-0.1715
-8.2,-11.4,-822.528,-0.1825
-8.2,-11.4,-822.528,-0.1825
-8.1,-11.2,-795.981,-0.1919
-8.0,-11.0,-770.0,-0.1997
-7.9,-10.8,-744.579,-0.2058
-7.8,-10.6,-719.712,-0.2098
-7.8,-10.6,-719.712,-0.2098
-7.6,-10.2,-671.616,-0.2117
-7.6,-10.2,-671.616,-0.2117
-7.5,-10.0,-648.375,-0.2093
-7.5,-10.0,-648.375,-0.2093
-7.4,-9.8,-625.664,-0.2046
-7.3,-9.6,-603.477,-0.1975
-7.3,-9.6,-603.477,-0.1975
-7.2,-9.4,-581.808,-0.188
-7.2,-9.4,-581.808,-0.188
-7.2,-9.4,-581.808,-0.188
-7.2,-9.4,-581.808,-0.188
-7.1,-9.2,-560.651,-0.1762
-7.1,-9.2,-560.651,-0.1762
-7.1,-9.2,-560.651,-0.1762
-7.1,-9.2,-560.651,-0.1762
-7.1,-9.2,-560.651,-0.1762
-7.0,-9.0,-540.0,-0.162
-7.0,-9.0,-540.0,-0.162
-7.0,-9.0,-540.0,-0.162
-6.9,-8.8,-519.849,-0.1455
-6.9,-8.8,-519.849,-0.1455
-6.8,-8.6,-500.192,-0.1268
-6.8,-8.6,-500.192,-0.1268
-6.7,-8.4,-481.023,-0.106
-6.6,-8.2,-462.336,-0.0832
-6.6,-8.2,-462.336,-0.0832
-6.6,-8.2,-462.336,-0.0832
-6.5,-8.0,-444.125,-0.0586
-6.5,-8.0,-444.125,-0.0586
-6.5,-8.0,-444.125,-0.0586
-6.4,-7.8,-426.384,-0.0324
-6.4,-7.8,-426.384,-0.0324
-6.4,-7.8,-426.384,-0.0324
-6.3,-7.6,-409.107,-0.0048
-6.3,-7.6,-409.107,-0.0048
-6.2,-7.4,-392.288,0.024
-6.2,-7.4,-392.288,0.024
-6.1,-7.2,-375.921,0.0538
-6.1,-7.2,-375.921,0.0538
-6.1,-7.2,-375.921,0.0538
-6.0,-7.0,-360.0,0.0842
-6.0,-7.0,-360.0,0.0842
-6.0,-7.0,-360.0,0.0842
-6.0,-7.0,-360.0,0.0842
-5.9,-6.8,-344.519,0.1149
-5.8,-6.6,-329.472,0.1456
-5.8,-6.6,-329.472,0.1456
-5.8,-6.6,-329.472,0.1456
-5.7,-6.4,-314.853,0.1761
-5.7,-6.4,-314.853,0.1761
-5.7,-6.4,-314.853,0.1761
-5.6,-6.2,-300.656,0.206
-5.6,-6.2,-300.656,0.206
-5.6,-6.2,-300.656,0.206
-5.6,-6.2,-300.656,0.206
-5.5,-6.0,-286.875,0.2349
-5.5,-6.0,-286.875,0.2349
-5.5,-6.0,-286.875,0.2349
-5.4,-5.8,-273.504,0.2624
-5.3,-5.6,-260.537,0.2883
-5.3,-5.6,-260.537,0.2883
-5.3,-5.6,-260.537,0.2883
-5.2,-5.4,-247.968,0.3123
-5.2,-5.4,-247.968,0.3123
-5.2,-5.4,-247.968,0.3123
-5.2,-5.4,-247.968,0.3123
-5.1,-5.2,-235.791,0.3338
-5.1,-5.2,-235.791,0.3338
-5.0,-5.0,-224.0,0.3528
-5.0,-5.0,-224.0,0.3528
-5.0,-5.0,-224.0,0.3528
-5.0,-5.0,-224.0,0.3528
-5.0,-5.0,-224.0,0.3528
-4.9,-4.8,-212.589,0.3687
-4.9,-4.8,-212.589,0.3687
-4.9,-4.8,-212.589,0.3687
-4.9,-4.8,-212.589,0.3687
-4.8,-4.6,-201.552,0.3814
-4.8,-4.6,-201.552,0.3814
-4.7,-4.4,-190.883,0.3906
-4.6,-4.2,-180.576,0.396
-4.6,-4.2,-180.576,0.396
-4.6,-4.2,-180.576,0.396
-4.5,-4.0,-170.625,0.3974
-4.5,-4.0,-170.625,0.3974
-4.5,-4.0,-170.625,0.3974
-4.4,-3.8,-161.024,0.3947
-4.4,-3.8,-161.024,0.3947
-4.3,-3.6,-151.767,0.3877
-4.3,-3.6,-151.767,0.3877
-4.3,-3.6,-151.767,0.3877
-4.1,-3.2,-134.261,0.3604
-4.1,-3.2,-134.261,0.3604
-4.1,-3.2,-134.261,0.3604
-4.1,-3.2,-134.261,0.3604
-4.1,-3.2,-134.261,0.3604
-4.1,-3.2,-134.261,0.3604
-4.0,-3.0,-126.0,0.3401
-4.0,-3.0,-126.0,0.3401
-4.0,-3.0,-126.0,0.3401
-3.9,-2.8,-118.059,0.3153
-3.7,-2.4,-103.113,0.2528
-3.6,-2.2,-96.096,0.2154
-3.6,-2.2,-96.096,0.2154
-3.6,-2.2,-96.096,0.2154
-3.6,-2.2,-96.096,0.2154
-3.5,-2.0,-89.375,0.1742
-3.5,-2.0,-89.375,0.1742
-3.4,-1.8,-82.944,0.1295
-3.4,-1.8,-82.944,0.1295
-3.3,-1.6,-76.797,0.0815
-3.3,-1.6,-76.797,0.0815
-3.2,-1.4,-70.928,0.0308
-3.2,-1.4,-70.928,0.0308
-3.2,-1.4,-70.928,0.0308
-3.1,-1.2,-65.331,-0.0224
-3.0,-1.0,-60.0,-0.0774
-3.0,-1.0,-60.0,-0.0774
-3.0,-1.0,-60.0,-0.0774
-3.0,-1.0,-60.0,-0.0774
-2.9,-0.8,-54.929,-0.134
-2.9,-0.8,-54.929,-0.134
-2.9,-0.8,-54.929,-0.134
-2.8,-0.6,-50.112,-0.1913
-2.7,-0.4,-45.543,-0.2491
-2.7,-0.4,-45.543,-0.2491
-2.6,-0.2,-41.216,-0.3065
-2.6,-0.2,-41.216,-0.3065
-2.6,-0.2,-41.216,-0.3065
-2.5,0.0,-37.125,-0.363
-2.4,0.2,-33.264,-0.418
-2.4,0.2,-33.264,-0.418
-2.4,0.2,-33.264,-0.418
-2.4,0.2,-33.264,-0.418
-2.3,0.4,-29.627,-0.4708
-2.2,0.6,-26.208,-0.5207
-2.1,0.8,-23.001,-0.5672
-2.1,0.8,-23.001,-0.5672
-2.0,1.0,-20.0,-0.6095
-2.0,1.0,-20.0,-0.6095
-1.9,1.2,-17.199,-0.6471
-1.9,1.2,-17.199,-0.6471
-1.9,1.2,-17.199,-0.6471
-1.8,1.4,-14.592,-0.6794
-1.8,1.4,-14.592,-0.6794
-1.8,1.4,-14.592,-0.6794
-1.7,1.6,-12.173,-0.7058
-1.6,1.8,-9.936,-0.7258
-1.6,1.8,-9.936,-0.7258
-1.5,2.0,-7.875,-0.739
-1.5,2.0,-7.875,-0.739
-1.5,2.0,-7.875,-0.739
-1.5,2.0,-7.875,-0.739
-1.4,2.2,-5.984,-0.7448
-1.3,2.4,-4.257,-0.743
-1.3,2.4,-4.257,-0.743
-1.1,2.8,-1.271,-0.7152
-1.1,2.8,-1.271,-0.7152
-1.1,2.8,-1.271,-0.7152
-1.1,2.8,-1.271,-0.7152
-1.0,3.0,0.0,-0.6889
-1.0,3.0,0.0,-0.6889
-1.0,3.0,0.0,-0.6889
-0.8,3.4,2.128,-0.6113
-0.6,3.8,3.744,-0.5008
-0.5,4.0,4.375,-0.4338
-0.4,4.2,4.896,-0.3595
-0.3,4.4,5.313,-0.2783
-0.3,4.4,5.313,-0.2783
-0.3,4.4,5.313,-0.2783
-0.3,4.4,5.313,-0.2783
-0.3,4.4,5.313,-0.2783
-0.2,4.6,5.632,-0.1909
-0.2,4.6,5.632,-0.1909
-0.2,4.6,5.632,-0.1909
-0.2,4.6,5.632,-0.1909
-0.1,4.8,5.859,-0.0979
-0.1,4.8,5.859,-0.0979
-0.1,4.8,5.859,-0.0979
-0.1,4.8,5.859,-0.0979
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.1,5.2,6.061,0.1019
0.2,5.4,6.048,0.2068
0.2,5.4,6.048,0.2068
0.3,5.6,5.967,0.3138
0.3,5.6,5.967,0.3138
0.4,5.8,5.824,0.4219
0.5,6.0,5.625,0.5298
0.5,6.0,5.625,0.5298
0.5,6.0,5.625,0.5298
0.6,6.2,5.376,0.6366
0.6,6.2,5.376,0.6366
0.7,6.4,5.083,0.741
0.7,6.4,5.083,0.741
0.8,6.6,4.752,0.8418
0.8,6.6,4.752,0.8418
0.8,6.6,4.752,0.8418
0.8,6.6,4.752,0.8418
0.8,6.6,4.752,0.8418
0.8,6.6,4.752,0.8418
0.9,6.8,4.389,0.9378
0.9,6.8,4.389,0.9378
0.9,6.8,4.389,0.9378
0.9,6.8,4.389,0.9378
1.0,7.0,4.0,1.0278
1.0,7.0,4.0,1.0278
1.0,7.0,4.0,1.0278
1.0,7.0,4.0,1.0278
1.1,7.2,3.591,1.1105
1.2,7.4,3.168,1.1849
1.3,7.6,2.737,1.2497
1.3,7.6,2.737,1.2497
1.3,7.6,2.737,1.2497
1.3,7.6,2.737,1.2497
1.3,7.6,2.737,1.2497
1.4,7.8,2.304,1.3039
1.4,7.8,2.304,1.3039
1.5,8.0,1.875,1.3465
1.5,8.0,1.875,1.3465
1.6,8.2,1.456,1.3765
1.6,8.2,1.456,1.3765
1.7,8.4,1.053,1.3932
1.7,8.4,1.053,1.3932
1.7,8.4,1.053,1.3932
1.7,8.4,1.053,1.3932
1.7,8.4,1.053,1.3932
1.8,8.6,0.672,1.3958
1.9,8.8,0.319,1.3838
1.9,8.8,0.319,1.3838
2.0,9.0,0.0,1.3565
2.0,9.0,0.0,1.3565
2.1,9.2,-0.279,1.3138
2.1,9.2,-0.279,1.3138
2.2,9.4,-0.512,1.2554
2.2,9.4,-0.512,1.2554
2.2,9.4,-0.512,1.2554
2.2,9.4,-0.512,1.2554
2.2,9.4,-0.512,1.2554
2.3,9.6,-0.693,1.1813
2.3,9.6,-0.693,1.1813
2.3,9.6,-0.693,1.1813
2.4,9.8,-0.816,1.0916
2.4,9.8,-0.816,1.0916
2.5,10.0,-0.875,0.9867
2.6,10.2,-0.864,0.8671
2.6,10.2,-0.864,0.8671
2.7,10.4,-0.777,0.7334
2.7,10.4,-0.777,0.7334
2.8,10.6,-0.608,0.5865
2.8,10.6,-0.608,0.5865
2.8,10.6,-0.608,0.5865
2.9,10.8,-0.351,0.4273
2.9,10.8,-0.351,0.4273
3.0,11.0,0.0,0.2571
3.0,11.0,0.0,0.2571
3.1,11.2,0.451,0.0773
3.1,11.2,0.451,0.0773
3.1,11.2,0.451,0.0773
3.1,11.2,0.451,0.0773
3.2,11.4,1.008,-0.1107
3.2,11.4,1.008,-0.1107
3.3,11.6,1.677,-0.3052
3.3,11.6,1.677,-0.3052
3.3,11.6,1.677,-0.3052
3.3,11.6,1.677,-0.3052
3.4,11.8,2.464,-0.5044
3.4,11.8,2.464,-0.5044
3.4,11.8,2.464,-0.5044
3.5,12.0,3.375,-0.7064
3.6,12.2,4.416,-0.9091
3.6,12.2,4.416,-0.9091
3.6,12.2,4.416,-0.9091
3.6,12.2,4.416,-0.9091
3.6,12.2,4.416,-0.9091
3.7,12.4,5.593,-1.1105
3.7,12.4,5.593,-1.1105
3.7,12.4,5.593,-1.1105
3.8,12.6,6.912,-1.3083
3.8,12.6,6.912,-1.3083
3.8,12.6,6.912,-1.3083
3.8,12.6,6.912,-1.3083
3.9,12.8,8.379,-1.5003
3.9,12.8,8.379,-1.5003
3.9,12.8,8.379,-1.5003
3.9,12.8,8.379,-1.5003
4.0,13.0,10.0,-1.6843
4.0,13.0,10.0,-1.6843
4.1,13.2,11.781,-1.8579
4.2,13.4,13.728,-2.0189
4.2,13.4,13.728,-2.0189
4.3,13.6,15.847,-2.165
4.3,13.6,15.847,-2.165
4.3,13.6,15.847,-2.165
4.4,13.8,18.144,-2.2942
4.4,13.8,18.144,-2.2942
4.5,14.0,20.625,-2.4043
4.5,14.0,20.625,-2.4043
4.5,14.0,20.625,-2.4043
4.5,14.0,20.625,-2.4043
4.6,14.2,23.296,-2.4935
4.6,14.2,23.296,-2.4935
4.7,14.4,26.163,-2.5598
4.7,14.4,26.163,-2.5598
4.7,14.4,26.163,-2.5598
4.8,14.6,29.232,-2.6017
4.8,14.6,29.232,-2.6017
4.8,14.6,29.232,-2.6017
4.9,14.8,32.509,-2.6177
4.9,14.8,32.509,-2.6177
4.9,14.8,32.509,-2.6177
5.0,15.0,36.0,-2.6066
5.0,15.0,36.0,-2.6066
5.0,15.0,36.0,-2.6066
5.1,15.2,39.711,-2.5675
5.1,15.2,39.711,-2.5675
5.1,15.2,39.711,-2.5675
5.2,15.4,43.648,-2.4995
5.2,15.4,43.648,-2.4995
5.2,15.4,43.648,-2.4995
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.3,15.6,47.817,-2.4022
5.4,15.8,52.224,-2.2755
5.5,16.0,56.875,-2.1196
5.5,16.0,56.875,-2.1196
5.5,16.0,56.875,-2.1196
5.6,16.2,61.776,-1.9347
5.6,16.2,61.776,-1.9347
5.7,16.4,66.933,-1.7219
5.7,16.4,66.933,-1.7219
5.7,16.4,66.933,-1.7219
5.8,16.6,72.352,-1.482
5.8,16.6,72.352,-1.482
5.8,16.6,72.352,-1.482
5.8,16.6,72.352,-1.482
6.0,17.0,84.0,-0.9277
6.0,17.0,84.0,-0.9277
6.0,17.0,84.0,-0.9277
6.1,17.2,90.241,-0.617
6.1,17.2,90.241,-0.617
6.1,17.2,90.241,-0.617
6.3,17.6,103.587,0.0593
6.3,17.6,103.587,0.0593
6.4,17.8,110.704,0.4192
6.4,17.8,110.704,0.4192
6.4,17.8,110.704,0.4192
6.5,18.0,118.125,0.7893
6.5,18.0,118.125,0.7893
6.5,18.0,118.125,0.7893
6.5,18.0,118.125,0.7893
6.6,18.2,125.856,1.1662
6.6,18.2,125.856,1.1662
6.7,18.4,133.903,1.5461
6.7,18.4,133.903,1.5461
6.7,18.4,133.903,1.5461
6.9,18.8,150.969,2.2992
6.9,18.8,150.969,2.2992
6.9,18.8,150.969,2.2992
6.9,18.8,150.969,2.2992
6.9,18.8,150.969,2.2992
7.1,19.2,169.371,3.0158
7.2,19.4,179.088,3.3498
7.3,19.6,189.157,3.6619
7.3,19.6,189.157,3.6619
7.4,19.8,199.584,3.948
7.4,19.8,199.584,3.948
7.5,20.0,210.375,4.2038
7.6,20.2,221.536,4.4255
