x,f_linear,g_polynomial,h_challenge
-16.9,-26.8866,-6470.7318,0.4698
-16.9,-30.372,-6212.3511,-0.7491
-16.8,-31.2625,-5650.3616,0.7825
-16.7,-32.0724,-5392.0277,-0.1354
-16.7,-27.384,-5909.4924,-0.0761
-16.7,-30.6067,-6082.4781,-0.2842
-16.7,-32.7058,-5072.5381,-0.1143
-16.6,-27.4228,-4817.6862,0.7374
-16.6,-23.214,-5197.707,-1.2158
-16.6,-28.2121,-5644.4769,0.6666
-16.6,-26.523,-6091.2689,0.1971
-16.6,-28.0363,-6102.3582,-0.5754
-16.6,-28.3978,-5425.8789,-0.5096
-16.5,-26.1618,-5382.4259,0.8645
-16.5,-28.5805,-4890.8257,-0.4465
-16.5,-27.4652,-5266.4,-0.5504
-16.4,-27.1566,-6248.7242,0.5927
-16.4,-29.1362,-4971.2102,0.1933
-16.3,-25.6159,-5902.8373,-0.4476
-16.3,-27.9499,-5595.7926,0.1297
-16.3,-29.1115,-5278.7069,-0.4915
-16.3,-26.527,-4405.9733,0.5718
-16.2,-29.1969,-3756.5287,0.5492
-16.2,-27.3436,-5008.1265,0.2845
-16.1,-27.2182,-5311.8193,0.1961
-16.1,-25.0282,-4952.9682,0.8959
-16.1,-26.2506,-4776.3933,0.0151
-16.0,-27.0501,-5290.3338,-0.5792
-16.0,-25.3645,-4232.3943,0.2364
-16.0,-24.2196,-5014.9646,1.0547
-15.9,-25.6844,-4791.9475,-0.4995
-15.9,-26.7793,-4707.8569,-0.1728
-15.9,-29.4237,-4830.0257,0.2161
-15.8,-28.7302,-4533.2017,-0.0231
-15.7,-27.0104,-5174.1796,-0.4915
-15.7,-27.619,-5144.7039,0.5606
-15.7,-26.7739,-5415.6301,1.1597
-15.6,-26.0867,-4559.7054,0.0933
-15.6,-25.1406,-4389.9877,-0.4568
-15.6,-26.341,-4550.5696,-0.7793
-15.5,-25.027,-3857.1288,0.1197
-15.5,-25.8711,-4697.173,0.5426
-15.5,-29.9509,-4360.0042,0.2283
-15.5,-27.8787,-5240.2254,-0.0105
-15.4,-26.0882,-4803.8539,-0.3085
-15.4,-28.2194,-4262.5351,-0.56
-15.4,-24.6001,-4185.7529,0.4035
-15.3,-22.5385,-4674.2205,0.4383
-15.3,-23.1625,-4563.0366,-0.7915
-15.3,-26.0269,-5286.1739,0.7763
-15.3,-22.6185,-4705.7516,0.2684
-15.3,-25.3027,-4082.0454,0.6812
-15.2,-26.0742,-4157.5655,-0.6944
-15.2,-26.6268,-4194.8351,-0.7062
-15.2,-26.0049,-4420.2812,-0.0978
-15.2,-26.1764,-4441.6364,0.2281
-15.2,-25.0592,-4775.3286,0.8749
-15.1,-24.8789,-4014.6768,0.3251
-15.0,-24.9939,-4073.5135,-0.1537
-15.0,-24.1261,-4037.9906,-0.5456
-14.9,-22.4187,-4467.9064,0.5783
-14.9,-22.9009,-5281.5605,-0.5191
-14.9,-27.7698,-3656.3126,0.7775
-14.9,-29.9078,-4444.3077,-0.1789
-14.8,-22.7314,-4558.1399,0.7545
-14.8,-27.3338,-3780.0125,0.2987
-14.6,-24.6495,-4169.3823,-0.1168
-14.6,-26.5402,-3443.4078,-0.308
-14.5,-27.604,-3589.622,-0.2219
-14.5,-22.9171,-3556.3403,0.1628
-14.5,-22.4817,-4581.1029,-0.0128
-14.5,-25.153,-3292.153,-0.3483
-14.4,-28.9821,-3693.1987,-0.137
-14.4,-24.8925,-4008.4626,-0.0149
-14.4,-23.0164,-3752.1298,-1.1186
-14.4,-26.7578,-4711.9416,0.1749
-14.4,-23.4333,-3619.4976,-0.5441
-14.4,-23.8306,-4338.5098,-0.6309
-14.4,-22.6414,-4500.1591,-0.8979
-14.4,-23.5608,-4585.0036,-0.9511
-14.4,-25.7461,-3267.4798,-0.7319
-14.3,-21.2069,-4065.0987,-0.411
-14.2,-23.7171,-2911.1841,0.9183
-14.1,-23.2546,-3874.4617,-0.3225
-14.1,-25.0665,-4460.24,0.0293
-14.0,-23.8866,-4094.2622,0.14
-14.0,-24.7696,-2918.0942,0.0053
-13.9,-23.1459,-3544.3081,-0.099
-13.9,-19.3766,-3740.5026,-0.6579
-13.9,-25.5438,-3386.3499,0.6652
-13.9,-26.0271,-3215.4676,0.8433
-13.9,-19.8577,-2907.6596,-0.9016
-13.8,-23.0186,-2673.3824,-0.5717
-13.8,-23.9381,-3577.5163,-0.1996
-13.8,-20.5202,-4060.6558,-0.542
-13.8,-23.8112,-3604.3646,0.1933
-13.8,-18.948,-3267.4917,-0.4238
-13.7,-21.0441,-3811.6925,1.024
-13.6,-23.1758,-3741.4715,0.5387
-13.6,-17.8854,-3091.0021,0.0497
-13.6,-23.4114,-3287.2222,0.4569
-13.5,-20.5158,-3180.4765,0.499
-13.5,-21.4014,-3576.1227,-0.336
-13.5,-19.3965,-3312.0754,-0.4621
-13.5,-18.877,-3658.9916,-0.0149
-13.4,-21.736,-2686.6448,0.38
-13.3,-23.1068,-2549.8723,0.0227
-13.2,-20.4801,-3927.2219,-0.8308
-13.2,-22.7554,-3468.8834,-0.4437
-13.2,-17.3732,-3752.3926,-0.0793
-13.2,-21.1269,-3329.14,-0.0801
-13.1,-21.9306,-2983.35,0.9493
-13.1,-20.8306,-3666.4536,-0.73
-13.1,-23.8943,-3402.5609,0.2158
-13.1,-23.1432,-3443.6097,0.7076
-13.1,-18.7992,-2837.9973,1.0987
-13.0,-22.3138,-2845.3278,-0.2334
-13.0,-23.0938,-3240.8688,0.2145
-12.9,-19.7267,-2730.8186,0.2601
-12.9,-18.4286,-3092.569,0.0729
-12.9,-19.3621,-2955.0566,-0.0742
-12.9,-18.8079,-1982.503,0.1932
-12.9,-22.3136,-2148.9985,-1.2909
-12.9,-23.6436,-3469.0196,0.3162
-12.8,-17.5973,-2344.4458,0.0452
-12.7,-21.0454,-2294.5447,-0.1217
-12.7,-20.9017,-3274.3746,1.0129
-12.7,-17.7436,-2290.8542,-0.348
-12.7,-19.2875,-1931.277,-0.212
-12.7,-19.4882,-3261.5154,0.9853
-12.7,-16.07,-3158.9944,-0.4265
-12.6,-21.487,-2133.1853,-0.2778
-12.6,-18.3443,-2506.2683,-0.0762
-12.5,-19.886,-2308.8869,0.4258
-12.5,-19.4628,-2414.3304,0.1093
-12.5,-16.9431,-2389.277,-0.6409
-12.5,-18.9843,-3247.8611,-0.2607
-12.5,-18.9234,-2060.9661,-0.2983
-12.4,-17.655,-1943.269,-0.0247
-12.3,-20.3299,-2587.0224,0.2354
-12.2,-21.0784,-2439.1465,0.2403
-12.2,-21.4896,-3182.9618,-0.8568
-12.2,-23.3327,-2160.2806,0.5632
-12.1,-15.0876,-2077.2723,0.1663
-12.0,-21.2064,-2341.0955,0.741
-11.9,-19.2425,-1695.3223,0.2793
-11.8,-19.1536,-2372.8306,0.6162
-11.8,-17.9852,-1923.489,0.2988
-11.7,-16.7685,-2664.7052,0.7465
-11.7,-16.6791,-2166.6491,0.3345
-11.7,-19.5662,-2242.0501,0.0244
-11.6,-18.5342,-1992.082,1.2171
-11.6,-17.6348,-2289.4995,0.5254
-11.5,-18.4974,-2121.1113,0.3747
-11.5,-14.7853,-1642.3514,-0.5504
-11.5,-17.0181,-2273.7571,-0.5564
-11.4,-16.3302,-2810.0726,0.2404
-11.4,-16.4742,-1131.992,0.1668
-11.1,-14.8531,-1174.844,-0.1991
-11.1,-16.838,-2511.7023,0.1785
-11.1,-19.7937,-1520.7171,0.9023
-11.0,-16.2006,-2071.4874,0.4585
-11.0,-18.3027,-1688.2564,-0.4597
-10.9,-17.8572,-1628.0569,0.0567
-10.9,-15.6273,-1892.3729,-0.29
-10.9,-14.3234,-2167.0518,-0.0813
-10.8,-16.5575,-2076.3425,-0.0937
-10.8,-15.9823,-2189.168,-0.1257
-10.8,-13.1956,-2146.9831,-0.5145
-10.7,-15.9185,-1721.2921,0.0488
-10.5,-10.7966,-1961.005,-0.1726
-10.5,-14.869,-1262.099,-1.357
-10.5,-19.5215,-859.5019,1.1342
-10.5,-14.4933,-1893.1516,0.6521
-10.4,-15.0377,-1442.2017,-0.0848
-10.4,-13.2205,-1312.0614,0.1128
-10.3,-14.2536,-1285.3859,-0.488
-10.3,-15.8769,-1483.4094,0.9457
-10.3,-18.0486,-1150.0458,1.0464
-10.3,-16.018,-1280.2625,0.1761
-10.3,-17.301,-2140.2182,0.6096
-10.2,-16.561,-1046.99,0.1786
-10.2,-14.2228,-1037.9226,-0.5774
-10.2,-12.0602,-1863.2111,-0.1149
-10.1,-14.4107,-1423.4721,0.1489
-10.1,-17.5918,-1100.7765,-0.1444
-10.1,-14.3108,-1547.0979,-0.0264
-10.1,-12.8067,-905.952,0.0372
-10.0,-16.2196,-222.0638,0.0332
-10.0,-15.268,-1796.993,0.0997
-9.9,-14.7706,-2056.7613,-0.4671
-9.9,-16.3698,-1214.3297,-0.2953
-9.9,-13.5034,-1005.4577,-0.5791
-9.8,-14.8419,-1444.5852,0.5405
-9.7,-13.5609,-566.1027,-1.0137
-9.7,-16.175,-1962.0359,0.6159
-9.7,-15.2749,-946.2737,0.7323
-9.7,-12.9552,-1595.6634,-0.112
-9.6,-14.9457,-397.287,-1.276
-9.6,-10.7461,-260.7183,-0.1551
-9.5,-14.7993,-1605.2033,-0.0209
-9.4,-13.3506,-1462.2026,-0.5091
-9.3,-11.7348,-723.8231,-0.277
-9.3,-16.4367,-1347.1823,0.7457
-9.2,-16.9216,-1143.1536,0.2971
-9.2,-16.4513,-1107.7538,-0.4977
-9.2,-10.8748,-2080.2846,-0.8342
-9.1,-14.3037,-1094.8299,-0.2152
-9.1,-8.0836,-1432.7749,-0.1584
-9.1,-14.3285,-1334.4724,0.1964
-9.1,-12.8309,-366.095,-0.3194
-9.0,-9.9158,-1684.2534,0.1876
-8.9,-8.7878,-618.1064,0.8831
-8.9,-8.677,-1164.1905,0.3233
-8.9,-10.3833,-1164.5891,-0.1085
-8.9,-10.7519,-629.5231,-0.1761
-8.8,-11.4149,-824.0064,-0.2789
-8.8,-11.0433,-708.7255,0.4897
-8.8,-13.7024,-509.9397,-0.4143
-8.8,-14.2364,-1159.6862,-0.078
-8.8,-12.6067,-1300.1504,-0.075
-8.7,-12.7404,-1506.5383,-0.3673
-8.7,-13.3065,-1376.6683,-0.8026
-8.6,-10.8072,540.0512,0.03
-8.6,-10.2894,-312.1562,-0.162
-8.6,-12.0232,-1610.0332,0.1186
-8.6,-9.2449,-1595.725,-0.3983
-8.5,-14.2834,-664.692,0.4645
-8.5,-12.3873,-631.9926,-0.5843
-8.5,-13.4336,-631.1831,0.7101
-8.4,-15.5331,-1004.8219,-1.0331
-8.4,-11.9654,-940.0711,0.0581
-8.3,-11.8435,-685.7072,0.0662
-8.3,-8.5731,-806.7005,-0.5693
-8.3,-10.3384,-1959.2972,0.0407
-8.3,-13.6484,-964.5468,0.4683
-8.2,-7.6918,-1248.2312,-1.2909
-8.2,-8.9579,-734.9223,0.0689
-8.1,-10.0358,696.6485,-1.4385
-8.0,-11.453,-586.2592,-0.6825
-7.9,-12.7189,-901.3438,0.6088
-7.8,-11.3444,-258.8112,-0.5007
-7.8,-8.4225,-478.3681,-0.7967
-7.6,-6.4308,-461.5688,-0.3107
-7.6,-7.1135,-368.1907,0.8223
-7.5,-10.9777,379.8968,-1.1251
-7.5,-12.2392,-1213.8192,-0.735
-7.4,-9.5182,-388.848,0.5441
-7.3,-13.1369,-1066.6676,0.7314
-7.3,-8.9537,-325.7207,-0.2492
-7.2,-9.6952,-1041.1513,-0.8075
-7.2,-10.3321,-790.4914,0.8599
-7.2,-12.5894,-729.353,0.6092
-7.2,-8.3728,-93.8996,0.1515
-7.1,-10.2654,-101.4238,-0.5824
-7.1,-11.5398,-1183.5097,-0.2007
-7.1,-14.9445,-533.1839,-0.2564
-7.1,-9.255,-915.4409,-0.0108
-7.1,-5.6555,-1189.9035,0.5493
-7.0,-5.6775,-648.5085,0.2777
-7.0,-9.9142,-694.2414,-0.7007
-7.0,-10.2044,673.3582,0.5262
-6.9,-7.8625,-303.3691,0.0111
-6.9,-10.7968,-1208.6578,0.198
-6.8,-7.9964,-782.579,0.6065
-6.8,-7.0678,10.4996,-0.6826
-6.7,-5.9461,563.1984,-0.1239
-6.6,-8.4003,-1255.3277,-0.3489
-6.6,-8.6073,-1402.2982,-0.8671
-6.6,-9.956,473.1466,0.0902
-6.5,-9.6538,-249.3179,1.1972
-6.5,-8.453,-878.2714,-0.9786
-6.5,-7.2653,-176.8105,-0.0747
-6.4,-5.9728,-1744.2579,0.2879
-6.4,-9.4064,-424.6962,0.0291
-6.4,-4.8146,-262.4734,-0.089
-6.3,-8.1422,53.0281,-0.6544
-6.3,-7.6427,-916.055,0.1116
-6.2,-8.8944,-349.4444,-0.3544
-6.2,-12.2485,-855.0003,-1.071
-6.1,-5.4319,-248.2291,0.6511
-6.1,-5.7263,-823.5942,0.533
-6.1,-7.7627,-579.9714,0.0796
-6.0,-6.866,-857.9077,0.1987
-6.0,-5.9681,-34.4319,0.6214
-6.0,-10.1251,69.2256,0.1964
-6.0,-8.0581,-477.3103,0.5362
-5.9,-5.2115,-325.4,-0.0338
-5.8,-9.1086,-1053.7677,0.8016
-5.8,-6.0129,-479.3103,0.306
-5.8,-9.3132,-354.5743,0.2426
-5.7,-5.4671,995.5435,-0.4589
-5.7,-6.4713,-870.8365,0.3196
-5.7,-9.6303,417.2356,-0.2399
-5.6,-3.8705,197.7734,-0.1131
-5.6,-7.6692,-160.3378,-0.2017
-5.6,-7.8205,578.6542,-0.3271
-5.6,-5.7989,-114.6033,1.2684
-5.5,-3.7027,-92.2954,0.9006
-5.5,-8.0316,-313.4353,1.1951
-5.5,-5.8766,324.9094,-0.3765
-5.4,-4.9424,274.7306,0.298
-5.3,-4.2138,-573.3756,-0.3585
-5.3,-5.2471,-920.1606,-0.0595
-5.3,-6.3341,-362.0273,-0.1708
-5.2,-7.0552,-647.9873,0.9321
-5.2,-5.2277,-279.7303,0.1142
-5.2,-7.5443,370.7511,0.8465
-5.2,-11.2427,-476.6188,0.6144
-5.1,-4.3269,-257.2027,1.4856
-5.1,-3.3921,-206.7796,-0.4059
-5.0,-9.7259,200.2154,0.9824
-5.0,-7.0195,-1347.4447,0.926
-5.0,-3.7617,-527.3501,-0.1339
-5.0,-0.885,-118.3582,0.8564
-5.0,-4.9584,376.0395,0.5209
-4.9,-6.256,-458.5402,0.255
-4.9,-5.1658,-1150.8654,-0.0433
-4.9,-2.0502,97.2667,0.0091
-4.9,-6.0919,-530.2702,1.3936
-4.8,-6.1984,-796.3853,0.3817
-4.8,-5.5655,-513.7247,0.7725
-4.7,-6.3067,-283.1457,-0.0048
-4.6,-3.9547,-482.9483,0.0061
-4.6,-0.9506,-1283.359,0.937
-4.6,-3.5538,267.9571,-0.2788
-4.5,-4.5047,466.8125,0.1898
-4.5,-4.5836,155.136,0.4144
-4.5,-7.1264,-739.4678,0.4531
-4.4,-2.0338,-261.7698,0.3052
-4.4,-3.9557,-164.2847,0.5926
-4.3,-3.961,147.6302,0.7341
-4.3,2.7862,182.4032,0.755
-4.3,-3.0025,-518.8539,-0.1052
-4.1,-4.7036,-93.2632,0.2183
-4.1,-4.0527,94.3792,0.9578
-4.1,-0.9031,593.6502,0.8077
-4.1,-2.9735,217.9923,-0.326
-4.1,-6.0766,260.2673,0.5361
-4.1,-1.3615,-92.3477,-0.6287
-4.0,-4.3363,579.2296,0.3636
-4.0,0.7466,78.8814,1.289
-4.0,-0.8399,-556.544,-0.1338
-3.9,-3.6946,583.626,-0.1019
-3.7,0.162,245.8386,0.6348
-3.6,-2.0643,-317.618,-0.556
-3.6,-0.4945,-335.8425,-0.101
-3.6,-1.2305,52.1918,0.5136
-3.6,-3.8927,135.4964,-0.1017
-3.5,-3.2871,9.2711,0.0562
-3.5,0.0599,66.2793,0.5463
-3.4,-2.4696,767.0347,0.3403
-3.4,-2.6073,452.8276,0.2629
-3.3,-3.5102,18.5208,-0.0881
-3.3,-0.7528,393.8583,0.2665
-3.2,2.725,-587.19,-0.0311
-3.2,-3.5351,128.0355,0.2597
-3.2,-1.3516,833.7252,-0.2177
-3.1,1.6244,-174.3539,-0.1137
-3.0,-1.1593,-483.817,-0.5724
-3.0,-0.0953,-386.0444,-0.0949
-3.0,-3.1248,-604.8165,-0.4829
-3.0,-0.1434,-452.381,-0.6344
-2.9,-1.1743,-240.183,-0.0047
-2.9,1.1715,-757.7125,-0.0276
-2.9,1.5748,-47.1198,0.2574
-2.8,4.5791,401.0266,-0.4069
-2.7,0.7593,-499.4211,-0.0451
-2.7,0.2516,714.099,0.0263
-2.6,0.1888,214.18,-0.0841
-2.6,-0.9063,474.0743,-0.7193
-2.6,0.477,-370.1333,-0.2318
-2.5,-0.5908,390.1376,-0.1809
-2.4,0.5369,-579.231,-0.4144
-2.4,2.8352,411.8598,-1.4612
-2.4,-1.8131,52.6557,-0.3378
-2.4,2.4798,243.3616,0.6883
-2.3,3.0342,-617.4243,-0.6508
-2.2,0.3639,-473.7429,-0.8847
-2.1,-3.4437,275.6131,-0.3805
-2.1,-0.4156,-497.175,-0.411
-2.0,3.594,211.6031,-0.0131
-2.0,0.9543,-703.5689,-1.2384
-1.9,-0.7986,406.8881,-0.2814
-1.9,0.1905,-633.4607,-0.3519
-1.9,2.8812,258.951,-0.7182
-1.8,2.4935,298.2235,-0.5101
-1.8,0.9221,-362.9779,-0.1647
-1.8,0.6664,276.4213,-0.2432
-1.7,0.8165,118.0481,-1.2773
-1.6,-0.0448,-279.3569,-0.3157
-1.6,5.0308,-514.2133,-0.7581
-1.5,1.3554,-989.1878,-0.7026
-1.5,4.4343,166.95,-0.7024
-1.5,5.0426,-790.2764,-0.8141
-1.5,3.9966,39.7971,-0.1431
-1.4,1.3368,-137.7081,-0.7867
-1.3,3.2075,335.3144,-1.3028
-1.3,2.3516,-155.2797,-0.9398
-1.1,0.9926,-165.9949,-0.6259
-1.1,3.4487,364.6644,-0.1006
-1.1,0.4419,166.258,-0.4137
-1.1,5.1754,156.807,-1.1405
-1.0,2.0708,234.6338,0.5537
-1.0,3.4023,-767.7861,-0.5565
-1.0,3.5666,378.3943,-0.0512
-0.8,2.8822,308.3624,-0.6872
-0.6,4.9734,-504.5976,-0.2341
-0.5,3.0502,-117.6652,-0.0141
-0.4,5.9426,-14.7576,0.2496
-0.3,1.708,-61.9354,0.2504
-0.3,4.6528,172.243,0.1578
-0.3,8.2779,720.9964,-0.4358
-0.3,2.3993,546.1964,-0.5642
-0.3,3.0445,-650.7966,-0.112
-0.2,5.6278,316.667,0.2757
-0.2,4.9592,670.0987,-0.3023
-0.2,5.3013,199.0363,0.3417
-0.2,5.5784,551.1222,0.5354
-0.1,6.0694,1011.9942,-0.5561
-0.1,7.0194,517.7138,-0.5164
-0.1,5.6196,130.5133,-0.1681
-0.1,4.3175,528.4032,0.0559
0.1,6.5451,78.5049,-0.1604
0.1,8.9998,18.0125,0.778
0.1,4.9347,-169.6461,0.3139
0.1,3.2509,787.7677,0.1216
0.1,7.4142,-403.1533,-0.6161
0.1,4.9592,772.2449,-0.556
0.1,0.8547,255.9931,0.2424
0.2,7.0948,-693.6051,-0.8595
0.2,4.3293,189.8726,0.7131
0.3,5.4189,-1044.0463,0.2347
0.3,6.264,318.721,1.9353
0.4,6.181,448.4397,1.5759
0.5,7.4189,-290.553,0.4391
0.5,5.129,67.3988,0.4766
0.5,7.0262,982.7037,1.0276
0.6,5.6809,-247.4974,1.4882
0.6,7.6776,-524.0778,-0.1824
0.7,7.6307,745.9147,-0.1522
0.7,4.5291,986.3766,0.43
0.8,8.772,6.5998,1.1332
0.8,5.5281,510.4835,1.0902
0.8,8.2161,675.49,1.3767
0.8,7.3346,-366.4901,0.242
0.8,10.2764,-237.9009,-0.3163
0.8,6.1531,620.1893,1.2708
0.9,6.1014,846.8961,0.5237
0.9,6.7612,285.8294,-0.0714
0.9,6.1936,-435.5182,1.0103
0.9,8.3999,997.9196,1.3344
1.0,3.7674,-261.4854,0.9668
1.0,4.8926,-163.5689,0.7989
1.0,4.8644,175.1689,0.9481
1.0,8.9006,781.0802,0.8425
1.1,10.6212,430.579,0.4365
1.2,7.1911,210.6008,0.8276
1.3,7.2624,234.3813,1.5103
1.3,7.7401,24.4943,1.4105
1.3,9.9238,281.8068,1.3337
1.3,5.7453,-1262.043,0.7521
1.3,8.0767,-145.5667,1.1589
1.4,9.7504,122.965,0.2154
1.4,8.8022,-573.203,1.3931
1.5,8.3792,195.0367,2.0609
1.5,10.0021,-100.3606,0.6094
1.6,2.7935,879.1938,1.0835
1.6,9.5558,787.9659,1.5411
1.7,7.0918,-231.8498,2.0196
1.7,4.7387,-74.3659,1.1691
1.7,9.4224,-35.9208,1.0471
1.7,11.1473,-224.7767,0.4087
1.7,8.1251,98.5655,1.4449
1.8,10.5057,-378.469,2.4168
1.9,12.0246,-564.9887,1.5225
1.9,11.4298,311.6746,1.3727
2.0,12.2799,314.7648,1.5175
2.0,10.4843,-402.1579,1.351
2.1,9.3509,447.3987,0.9073
2.1,5.9961,-316.0679,1.7254
2.2,8.9079,126.0706,1.3683
2.2,7.7135,409.66,1.2642
2.2,13.7419,-17.3183,0.7677
2.2,9.0482,226.8585,1.9072
2.2,9.6464,-258.7268,1.5878
2.3,10.703,-98.9263,0.9048
2.3,9.6872,-103.6227,1.6822
2.3,12.9901,-373.9822,0.9325
2.4,8.5547,-89.2031,0.7006
2.4,10.1892,-775.1251,0.7117
2.5,8.5151,-246.4519,0.1012
2.6,7.56,-143.3017,1.1029
2.6,8.9765,-128.9539,-0.0485
2.7,10.3259,-121.5257,0.1192
2.7,9.5414,-31.6591,-0.3044
2.8,9.2152,239.1128,0.5435
2.8,7.7874,436.6505,0.5113
2.8,10.4338,-325.4906,0.4232
2.9,7.7906,-601.9514,-0.094
2.9,12.3201,-521.3732,-0.1588
3.0,11.1649,-243.6015,0.4893
3.0,8.0849,-175.9607,-0.0182
3.1,10.5816,-384.547,0.2355
3.1,9.6957,-647.6073,-0.3653
3.1,11.8383,-227.6094,0.1678
3.1,13.8809,91.1643,0.7289
3.2,7.6497,298.5227,0.1824
3.2,11.6301,-277.7035,-0.3169
3.3,11.2797,-204.8219,-0.1766
3.3,12.9427,-461.6722,-0.4255
3.3,12.0264,-14.0426,-0.3013
3.3,10.0961,-422.5373,-0.468
3.4,11.1619,289.0279,-0.5866
3.4,10.2079,-890.4692,-0.3984
3.4,13.952,-177.3508,-1.0011
3.5,12.0426,153.9287,-1.2143
3.6,16.0024,96.3333,-1.6034
3.6,12.0787,1350.9328,-1.7092
3.6,10.7832,179.316,-1.5177
3.6,9.1726,-497.6113,-0.8294
3.6,8.5937,-43.3161,-1.3555
3.7,9.2317,-882.5302,-0.8537
3.7,12.9343,-34.7069,-1.0931
3.7,13.4175,-410.935,-2.0948
3.8,9.4376,464.6071,-0.9808
3.8,14.3901,-267.8581,-0.9029
3.8,11.6339,-51.471,-1.8052
3.8,12.8936,-310.8669,-1.0982
3.9,16.0244,877.8047,-1.9285
3.9,14.5937,-152.2424,-1.4515
3.9,12.2629,924.6575,-2.1325
3.9,11.0176,415.4549,-2.3969
4.0,8.6964,251.0334,-1.8757
4.0,11.5617,194.3666,-1.7462
4.1,12.7777,208.6796,-2.0567
4.2,11.4256,-950.1083,-2.6109
4.2,13.1375,-125.7137,-2.2188
4.3,13.7537,438.426,-2.0304
4.3,13.1503,-8.6016,-2.1874
4.3,12.3,-686.7479,-2.0737
4.4,14.1373,-8.0582,-2.6293
4.4,14.6839,870.1968,-1.7083
4.5,11.8192,644.0709,-2.9924
4.5,16.8219,-10.377,-2.1605
4.5,13.8028,496.3496,-1.8134
4.5,14.0377,-162.6285,-2.1638
4.6,15.6164,-828.6398,-2.5948
4.6,14.6664,-438.937,-2.7576
4.7,16.3063,807.6074,-2.0418
4.7,14.9742,-110.8335,-3.2713
4.7,13.1751,-95.529,-3.0449
4.8,15.323,-120.6871,-2.8005
4.8,12.3125,981.3003,-1.9829
4.8,14.8171,842.2115,-2.4118
